partition,family,event,incident_degree,query_identity,query_global_sequence_index,positive_global_sequence_index,positive_view_kind,hard_negative_identity,hard_negative_global_sequence_index,hard_negative_objective_profile_distance,query_profile_observations
fit,S09,junction,3,S09_flat_complex_C05:node:node_0150,162783,162812,different_physical_edge,S09_flat_complex_C03:node:node_0134,154292,0.007446663695264279,5
fit,S09,junction,3,S09_flat_complex_C05:node:node_0157,162954,163038,different_physical_edge,S07_flat_loop_rich_C04:node:node_0107,100299,0.010788934830437972,5
fit,S09,terminal,1,S09_flat_complex_C05:node:node_0170,163283,163274,same_edge_reverse_view,S07_flat_loop_rich_C05:node:node_0047,101618,0.0025924443277442182,5
fit,S09,terminal,1,S09_flat_complex_C06:node:node_0016,163532,163543,same_edge_reverse_view,S01_flat_tree_small_C05:node:node_0008,5046,0.006821002571490037,5
fit,S09,junction,3,S09_flat_complex_C06:node:node_0017,163554,163584,different_physical_edge,S09_flat_complex_C06:node:node_0124,165846,0.005184832309106224,5
fit,S09,junction,3,S09_flat_complex_C06:node:node_0024,163720,163784,different_physical_edge,S03_flat_unicyclic_small_C04:node:node_0026,28414,0.012475482876635793,5
fit,S09,terminal,1,S09_flat_complex_C06:node:node_0031,163926,163920,same_edge_reverse_view,S06_3d_branch_medium_C01:node:node_0071,70092,0.012683352704092044,5
fit,S09,junction,3,S09_flat_complex_C06:node:node_0042,163932,164099,different_physical_edge,S09_flat_complex_C06:node:node_0151,166343,0.00407949673345399,5
fit,S09,junction,3,S09_flat_complex_C06:node:node_0047,164036,164074,different_physical_edge,S10_3d_complex_C05:node:node_0007,193087,0.017962716924753305,5
fit,S09,junction,3,S09_flat_complex_C06:node:node_0064,164474,164540,different_physical_edge,S08_3d_loop_rich_C03:node:node_0082,122988,0.05471880519119799,5
fit,S09,junction,3,S09_flat_complex_C06:node:node_0066,164427,164568,different_physical_edge,S03_flat_unicyclic_small_C03:node:node_0045,27256,0.010709491280993255,5
fit,S09,terminal,1,S09_flat_complex_C06:node:node_0078,164773,164787,same_edge_reverse_view,S05_flat_branch_medium_C05:node:node_0074,59142,0.005691422732041395,5
fit,S09,junction,3,S09_flat_complex_C06:node:node_0083,164960,164983,different_physical_edge,S09_flat_complex_C01:node:node_0156,147798,0.02195116378776895,5
fit,S09,terminal,1,S09_flat_complex_C06:node:node_0086,165132,165120,same_edge_reverse_view,S09_flat_complex_C04:node:node_0092,157588,0.007986665076614994,5
fit,S09,terminal,1,S09_flat_complex_C06:node:node_0088,165182,165170,same_edge_reverse_view,S03_flat_unicyclic_small_C03:node:node_0060,27839,0.003960346019830466,5
fit,S09,terminal,1,S09_flat_complex_C06:node:node_0100,165441,165432,same_edge_reverse_view,S09_flat_complex_C04:node:node_0035,155834,0.006509352089743615,5
fit,S09,junction,3,S09_flat_complex_C06:node:node_0104,165403,165526,different_physical_edge,S09_flat_complex_C02:node:node_0107,150292,0.004298499293241815,5
fit,S09,terminal,1,S09_flat_complex_C06:node:node_0109,165468,165480,same_edge_reverse_view,S05_flat_branch_medium_C06:node:node_0083,62014,0.005928605094720801,5
fit,S09,junction,3,S09_flat_complex_C06:node:node_0110,165560,165636,different_physical_edge,S09_flat_complex_C04:node:node_0128,158220,0.010353936887747673,5
fit,S09,junction,3,S09_flat_complex_C06:node:node_0116,165782,165809,different_physical_edge,S09_flat_complex_C04:node:node_0063,156822,0.005027477142325691,5
fit,S09,junction,3,S09_flat_complex_C06:node:node_0124,165846,165938,different_physical_edge,S09_flat_complex_C06:node:node_0017,163554,0.005184832309106224,5
fit,S09,terminal,1,S09_flat_complex_C06:node:node_0135,166234,166208,same_edge_reverse_view,S09_flat_complex_C05:node:node_0113,161755,0.0023280807549626186,5
fit,S09,junction,3,S09_flat_complex_C06:node:node_0138,166248,166306,different_physical_edge,S05_flat_branch_medium_C05:node:node_0028,58074,0.019400451383866677,5
fit,S09,junction,3,S09_flat_complex_C06:node:node_0151,166343,166512,different_physical_edge,S09_flat_complex_C02:node:node_0127,150729,0.003795762519583355,5
fit,S09,terminal,1,S09_flat_complex_C06:node:node_0153,166524,166531,same_edge_reverse_view,S01_flat_tree_small_C01:node:node_0020,543,0.003815841460378725,5
selection,S09,terminal,1,S09_flat_complex_C07:node:node_0007,166821,166835,same_edge_reverse_view,S07_flat_loop_rich_C07:node:node_0000,106636,0.008310919464639686,5
selection,S09,terminal,1,S09_flat_complex_C07:node:node_0017,167106,167078,same_edge_reverse_view,S07_flat_loop_rich_C07:node:node_0101,108710,0.012718998533301058,5
selection,S09,junction,3,S09_flat_complex_C07:node:node_0018,167040,167066,different_physical_edge,S04_3d_unicyclic_small_C08:node:node_0019,45696,0.020314956659426738,5
selection,S09,terminal,1,S09_flat_complex_C07:node:node_0024,167158,167172,same_edge_reverse_view,S01_flat_tree_small_C07:node:node_0000,7186,0.009182437627331806,5
selection,S09,junction,3,S09_flat_complex_C07:node:node_0026,167206,167289,different_physical_edge,S07_flat_loop_rich_C07:node:node_0108,108898,0.0031053074824063677,5
selection,S09,junction,3,S09_flat_complex_C07:node:node_0045,167807,167886,different_physical_edge,S07_flat_loop_rich_C08:node:node_0115,111653,0.005287632966582832,5
selection,S09,terminal,1,S09_flat_complex_C07:node:node_0049,168058,168046,same_edge_reverse_view,S07_flat_loop_rich_C07:node:node_0000,106636,0.004565069238309133,5
selection,S09,terminal,1,S09_flat_complex_C07:node:node_0056,168096,168110,same_edge_reverse_view,S03_flat_unicyclic_small_C07:node:node_0000,32270,0.005893832881972653,5
selection,S09,junction,3,S09_flat_complex_C07:node:node_0057,168132,168198,different_physical_edge,S09_flat_complex_C08:node:node_0058,172029,0.02553467591080211,5
selection,S09,junction,2,S09_flat_complex_C07:node:node_0058,168169,168309,different_physical_edge,S09_flat_complex_C07:node:node_0063,168352,0.013853604943713847,5
selection,S09,junction,2,S09_flat_complex_C07:node:node_0063,168352,168432,different_physical_edge,S09_flat_complex_C07:node:node_0058,168169,0.013853604943713847,5
selection,S09,terminal,1,S09_flat_complex_C07:node:node_0078,168668,168680,same_edge_reverse_view,S01_flat_tree_small_C07:node:node_0003,7253,0.00731208418876088,5
selection,S09,junction,3,S09_flat_complex_C07:node:node_0093,168884,168943,different_physical_edge,S03_flat_unicyclic_small_C07:node:node_0040,33004,0.027449155190303626,5
selection,S09,junction,3,S09_flat_complex_C07:node:node_0094,168908,168983,different_physical_edge,S03_flat_unicyclic_small_C07:node:node_0029,32778,0.02991113725152322,5
selection,S09,terminal,1,S09_flat_complex_C07:node:node_0096,168996,169001,same_edge_reverse_view,S07_flat_loop_rich_C08:node:node_0073,110865,0.008806170418719018,5
selection,S09,junction,4,S09_flat_complex_C07:node:node_0101,168833,168920,different_physical_edge,S01_flat_tree_small_C08:node:node_0015,8470,0.0462578721187204,5
selection,S09,junction,3,S09_flat_complex_C07:node:node_0107,169174,169223,different_physical_edge,S09_flat_complex_C08:node:node_0058,172029,0.027181575785993502,5
selection,S09,junction,3,S09_flat_complex_C07:node:node_0117,169258,169396,different_physical_edge,S09_flat_complex_C08:node:node_0022,170788,0.008733954104109725,5
selection,S09,junction,3,S09_flat_complex_C07:node:node_0122,169530,169586,different_physical_edge,S09_flat_complex_C07:node:node_0117,169258,0.01040552067916348,5
selection,S09,junction,3,S09_flat_complex_C07:node:node_0126,169668,169716,different_physical_edge,S09_flat_complex_C08:node:node_0142,174023,0.01100916403175974,5
selection,S09,junction,3,S09_flat_complex_C07:node:node_0133,169834,169906,different_physical_edge,S09_flat_complex_C07:node:node_0057,168132,0.030529967015006907,5
selection,S09,terminal,1,S09_flat_complex_C07:node:node_0134,169962,169950,same_edge_reverse_view,S07_flat_loop_rich_C08:node:node_0040,110361,0.006964631345332506,5
selection,S09,terminal,1,S09_flat_complex_C07:node:node_0138,169974,169984,same_edge_reverse_view,S07_flat_loop_rich_C08:node:node_0037,110303,0.011513529928318542,5
selection,S09,junction,3,S09_flat_complex_C08:node:node_0002,170288,170363,different_physical_edge,S09_flat_complex_C08:node:node_0117,173590,0.01217167489777667,5
selection,S09,terminal,1,S09_flat_complex_C08:node:node_0020,170752,170766,same_edge_reverse_view,S09_flat_complex_C07:node:node_0007,166821,0.016482043177876285,5
selection,S09,junction,3,S09_flat_complex_C08:node:node_0021,170814,170874,different_physical_edge,S05_flat_branch_medium_C08:node:node_0066,65446,0.02728738342939503,5
selection,S09,junction,3,S09_flat_complex_C08:node:node_0022,170788,170932,different_physical_edge,S09_flat_complex_C07:node:node_0117,169258,0.008733954104109725,5
selection,S09,terminal,1,S09_flat_complex_C08:node:node_0025,171058,171048,same_edge_reverse_view,S03_flat_unicyclic_small_C07:node:node_0049,33038,0.03389324967144103,5
selection,S09,junction,3,S09_flat_complex_C08:node:node_0033,171182,171234,different_physical_edge,S09_flat_complex_C07:node:node_0122,169530,0.013167280303629866,5
selection,S09,terminal,1,S09_flat_complex_C08:node:node_0039,171404,171418,same_edge_reverse_view,S07_flat_loop_rich_C07:node:node_0084,108026,0.005298712973655273,5
selection,S09,terminal,1,S09_flat_complex_C08:node:node_0050,171782,171764,same_edge_reverse_view,S09_flat_complex_C07:node:node_0007,166821,0.010957997407750986,5
selection,S09,junction,3,S09_flat_complex_C08:node:node_0058,172029,172056,different_physical_edge,S09_flat_complex_C07:node:node_0057,168132,0.02553467591080211,5
selection,S09,junction,3,S09_flat_complex_C08:node:node_0059,171827,171882,different_physical_edge,S09_flat_complex_C08:node:node_0033,171182,0.014527582157596176,5
selection,S09,terminal,1,S09_flat_complex_C08:node:node_0061,171952,171963,same_edge_reverse_view,S03_flat_unicyclic_small_C07:node:node_0049,33038,0.01895456292817719,5
selection,S09,terminal,1,S09_flat_complex_C08:node:node_0064,172207,172196,same_edge_reverse_view,S07_flat_loop_rich_C08:node:node_0028,110162,0.01029999637868695,5
selection,S09,terminal,1,S09_flat_complex_C08:node:node_0075,171983,171997,same_edge_reverse_view,S07_flat_loop_rich_C08:node:node_0037,110303,0.005158786531607287,5
selection,S09,junction,3,S09_flat_complex_C08:node:node_0077,172166,172570,different_physical_edge,S07_flat_loop_rich_C08:node:node_0069,110736,0.018944717236416626,5
selection,S09,junction,3,S09_flat_complex_C08:node:node_0080,172514,172684,different_physical_edge,S05_flat_branch_medium_C08:node:node_0062,65354,0.005027933960969133,5
selection,S09,junction,3,S09_flat_complex_C08:node:node_0083,172470,172790,different_physical_edge,S09_flat_complex_C08:node:node_0117,173590,0.012784538493332508,5
selection,S09,junction,3,S09_flat_complex_C08:node:node_0092,172754,173017,different_physical_edge,S07_flat_loop_rich_C07:node:node_0010,106812,0.023207381906560604,5
selection,S09,terminal,1,S09_flat_complex_C08:node:node_0102,173219,173233,same_edge_reverse_view,S05_flat_branch_medium_C08:node:node_0088,66426,0.006575347804654855,5
selection,S09,junction,3,S09_flat_complex_C08:node:node_0104,173188,173387,different_physical_edge,S05_flat_branch_medium_C08:node:node_0000,64372,0.0077759662860832825,5
selection,S09,junction,3,S09_flat_complex_C08:node:node_0117,173590,173745,different_physical_edge,S09_flat_complex_C08:node:node_0002,170288,0.01217167489777667,5
selection,S09,junction,2,S09_flat_complex_C08:node:node_0129,173842,173985,different_physical_edge,S09_flat_complex_C08:node:node_0143,174082,0.028101621516562886,5
selection,S09,junction,3,S09_flat_complex_C08:node:node_0133,173904,173945,different_physical_edge,S09_flat_complex_C08:node:node_0142,174023,0.0059425439121797135,5
selection,S09,terminal,1,S09_flat_complex_C08:node:node_0140,174142,174150,same_edge_reverse_view,S09_flat_complex_C08:node:node_0064,172207,0.018483811060869507,5
selection,S09,junction,3,S09_flat_complex_C08:node:node_0142,174023,174161,different_physical_edge,S09_flat_complex_C08:node:node_0133,173904,0.0059425439121797135,5
selection,S09,junction,2,S09_flat_complex_C08:node:node_0143,174082,174277,different_physical_edge,S09_flat_complex_C07:node:node_0058,168169,0.0263253211926197,5
selection,S09,terminal,1,S09_flat_complex_C08:node:node_0148,174363,174352,same_edge_reverse_view,S09_flat_complex_C07:node:node_0138,169974,0.014223355320287645,5
fit,S10,terminal,1,S10_3d_complex_C01:node:node_0000,178354,178344,same_edge_reverse_view,S06_3d_branch_medium_C01:node:node_0029,69352,0.01605836359751431,5
fit,S10,terminal,1,S10_3d_complex_C01:node:node_0015,178744,178745,same_identity_distinct_observation,S01_flat_tree_small_C01:node:node_0008,216,0.038996834738213595,5
fit,S10,junction,3,S10_3d_complex_C01:node:node_0017,178732,178773,different_physical_edge,S08_3d_loop_rich_C02:node:node_0000,117940,0.06722691767296689,5
fit,S10,junction,4,S10_3d_complex_C01:node:node_0029,178688,178962,different_physical_edge,S08_3d_loop_rich_C02:node:node_0044,118870,0.01201754948106891,5
fit,S10,terminal,1,S10_3d_complex_C01:node:node_0042,178858,178865,same_edge_reverse_view,S06_3d_branch_medium_C05:node:node_0043,78294,0.006904502247566288,5
fit,S10,junction,3,S10_3d_complex_C01:node:node_0045,179154,179186,different_physical_edge,S09_flat_complex_C03:node:node_0032,151968,0.03515797296750307,5
fit,S10,terminal,1,S10_3d_complex_C01:node:node_0056,179331,179331,singleton_circular_shift_augmentation,S06_3d_branch_medium_C01:node:node_0011,69160,0.020746414137465526,5
fit,S10,junction,3,S10_3d_complex_C01:node:node_0058,179268,179320,different_physical_edge,S05_flat_branch_medium_C05:node:node_0038,58524,0.029321876160352638,5
fit,S10,junction,3,S10_3d_complex_C01:node:node_0062,179286,179370,different_physical_edge,S02_3d_tree_small_C04:node:node_0041,15736,0.032090674305329144,5
fit,S10,terminal,1,S10_3d_complex_C01:node:node_0069,179336,179345,same_edge_reverse_view,S02_3d_tree_small_C03:node:node_0039,14634,0.037386872125560515,5
fit,S10,junction,3,S10_3d_complex_C01:node:node_0081,179634,179752,different_physical_edge,S08_3d_loop_rich_C02:node:node_0107,120696,0.02239306301623935,5
fit,S10,junction,3,S10_3d_complex_C01:node:node_0097,179996,180014,different_physical_edge,S10_3d_complex_C02:node:node_0071,182742,0.05229831125765701,5
fit,S10,terminal,1,S10_3d_complex_C01:node:node_0099,180122,180106,same_edge_reverse_view,S05_flat_branch_medium_C05:node:node_0069,59106,0.008415039465464827,5
fit,S10,junction,3,S10_3d_complex_C01:node:node_0107,180196,180281,different_physical_edge,S09_flat_complex_C05:node:node_0101,161166,0.02413700967959939,5
fit,S10,junction,3,S10_3d_complex_C01:node:node_0119,180378,180400,different_physical_edge,S08_3d_loop_rich_C01:node:node_0127,117647,0.02542398516074929,5
fit,S10,junction,3,S10_3d_complex_C01:node:node_0120,180429,180461,different_physical_edge,S09_flat_complex_C02:node:node_0107,150292,0.008126318863748296,5
fit,S10,terminal,1,S10_3d_complex_C01:node:node_0125,180571,180564,same_edge_reverse_view,S06_3d_branch_medium_C04:node:node_0055,75970,0.012772872155362684,5
fit,S10,junction,3,S10_3d_complex_C01:node:node_0129,180590,180620,different_physical_edge,S02_3d_tree_small_C05:node:node_0035,16698,0.01719596070137585,5
fit,S10,junction,3,S10_3d_complex_C01:node:node_0132,180578,180683,different_physical_edge,S06_3d_branch_medium_C03:node:node_0062,73510,0.035909528620169016,5
fit,S10,terminal,1,S10_3d_complex_C01:node:node_0136,180741,180738,same_edge_reverse_view,S04_3d_unicyclic_small_C03:node:node_0015,39321,0.006317050264624774,3
fit,S10,terminal,1,S10_3d_complex_C02:node:node_0012,181187,181191,same_edge_reverse_view,S08_3d_loop_rich_C03:node:node_0043,122529,0.02688031171662462,4
fit,S10,junction,3,S10_3d_complex_C02:node:node_0038,181772,181899,different_physical_edge,S08_3d_loop_rich_C06:node:node_0030,130452,0.04196411636433798,5
fit,S10,terminal,1,S10_3d_complex_C02:node:node_0055,182436,182424,same_edge_reverse_view,S04_3d_unicyclic_small_C01:node:node_0074,37290,0.02120353325815353,5
fit,S10,junction,3,S10_3d_complex_C02:node:node_0058,182324,182522,different_physical_edge,S08_3d_loop_rich_C01:node:node_0088,116588,0.01320785780388543,5
fit,S10,junction,4,S10_3d_complex_C02:node:node_0070,182714,182770,different_physical_edge,S07_flat_loop_rich_C03:node:node_0088,96602,0.12498415811015509,5
fit,S10,junction,3,S10_3d_complex_C02:node:node_0071,182742,182942,different_physical_edge,S10_3d_complex_C02:node:node_0095,183602,0.03277009577593214,5
fit,S10,terminal,1,S10_3d_complex_C02:node:node_0081,183195,183209,same_edge_reverse_view,S08_3d_loop_rich_C02:node:node_0007,118132,0.011321181092833296,5
fit,S10,junction,3,S10_3d_complex_C02:node:node_0083,182994,183334,different_physical_edge,S04_3d_unicyclic_small_C04:node:node_0031,40870,0.026104664472243907,5
fit,S10,junction,3,S10_3d_complex_C02:node:node_0095,183602,183687,different_physical_edge,S08_3d_loop_rich_C06:node:node_0092,131906,0.00868469675748522,5
fit,S10,junction,3,S10_3d_complex_C02:node:node_0106,183504,183884,different_physical_edge,S04_3d_unicyclic_small_C05:node:node_0036,42149,0.015372271982774228,5
fit,S10,terminal,1,S10_3d_complex_C02:node:node_0107,183957,183939,same_edge_reverse_view,S07_flat_loop_rich_C05:node:node_0047,101618,0.016733891837300147,5
fit,S10,junction,3,S10_3d_complex_C02:node:node_0112,183541,183728,different_physical_edge,S08_3d_loop_rich_C04:node:node_0040,124702,0.01212393223201444,5
fit,S10,junction,3,S10_3d_complex_C02:node:node_0113,183942,184124,different_physical_edge,S04_3d_unicyclic_small_C01:node:node_0053,36794,0.018603303466425067,5
fit,S10,terminal,1,S10_3d_complex_C02:node:node_0142,184609,184604,same_edge_reverse_view,S06_3d_branch_medium_C01:node:node_0011,69160,0.03463743012017484,5
fit,S10,terminal,1,S10_3d_complex_C02:node:node_0163,184994,185007,same_edge_reverse_view,S08_3d_loop_rich_C04:node:node_0091,126110,0.013108745011211412,5
fit,S10,junction,3,S10_3d_complex_C03:node:node_0019,185480,185626,different_physical_edge,S07_flat_loop_rich_C02:node:node_0014,91472,0.009420780955150785,5
fit,S10,junction,3,S10_3d_complex_C03:node:node_0028,185836,185937,different_physical_edge,S04_3d_unicyclic_small_C01:node:node_0076,37344,0.025261819602223772,5
fit,S10,junction,3,S10_3d_complex_C03:node:node_0030,185890,186006,different_physical_edge,S06_3d_branch_medium_C01:node:node_0074,70200,0.024689647905740963,5
fit,S10,junction,3,S10_3d_complex_C03:node:node_0038,185752,186208,different_physical_edge,S08_3d_loop_rich_C03:node:node_0058,122708,0.013738194268049926,5
fit,S10,terminal,1,S10_3d_complex_C03:node:node_0051,186146,186157,same_edge_reverse_view,S08_3d_loop_rich_C02:node:node_0007,118132,0.02478038599501842,5
fit,S10,junction,3,S10_3d_complex_C03:node:node_0053,186064,186431,different_physical_edge,S08_3d_loop_rich_C05:node:node_0128,129639,0.014337669805777307,5
fit,S10,terminal,1,S10_3d_complex_C03:node:node_0057,186540,186508,same_edge_reverse_view,S08_3d_loop_rich_C05:node:node_0120,129738,0.012718001062492648,5
fit,S10,junction,4,S10_3d_complex_C03:node:node_0065,186725,186750,different_physical_edge,S06_3d_branch_medium_C06:node:node_0054,80575,0.05841970513513764,5
fit,S10,terminal,1,S10_3d_complex_C03:node:node_0077,186852,186857,same_edge_reverse_view,S06_3d_branch_medium_C06:node:node_0074,81320,0.012524657325161562,5
fit,S10,terminal,1,S10_3d_complex_C03:node:node_0088,186972,186986,same_edge_reverse_view,S08_3d_loop_rich_C04:node:node_0000,123626,0.012662370767604854,5
fit,S10,terminal,1,S10_3d_complex_C03:node:node_0099,187245,187249,same_edge_reverse_view,S02_3d_tree_small_C04:node:node_0029,15332,0.011395078353553802,4
fit,S10,junction,3,S10_3d_complex_C03:node:node_0111,187492,187512,different_physical_edge,S10_3d_complex_C02:node:node_0058,182324,0.021171882732339397,5
fit,S10,junction,3,S10_3d_complex_C03:node:node_0114,187606,187654,different_physical_edge,S10_3d_complex_C05:node:node_0109,195486,0.02503881410234957,5
fit,S10,junction,3,S10_3d_complex_C03:node:node_0123,187622,187856,different_physical_edge,S04_3d_unicyclic_small_C01:node:node_0013,36236,0.02290743568446698,5
fit,S10,junction,3,S10_3d_complex_C03:node:node_0127,187930,187958,different_physical_edge,S08_3d_loop_rich_C04:node:node_0043,124785,0.008474608984636638,5
fit,S10,terminal,1,S10_3d_complex_C03:node:node_0129,187983,187984,same_identity_distinct_observation,S09_flat_complex_C06:node:node_0031,163926,0.024303854508802777,5
fit,S10,junction,3,S10_3d_complex_C03:node:node_0135,188020,188096,different_physical_edge,S10_3d_complex_C03:node:node_0114,187606,0.02615389418831097,5
fit,S10,terminal,1,S10_3d_complex_C03:node:node_0140,188178,188185,same_edge_reverse_view,S10_3d_complex_C05:node:node_0104,195362,0.00905627476905607,5
fit,S10,junction,3,S10_3d_complex_C03:node:node_0144,188246,188274,different_physical_edge,S05_flat_branch_medium_C01:node:node_0047,49170,0.006788473956426953,5
fit,S10,terminal,1,S10_3d_complex_C03:node:node_0148,188336,188342,same_edge_reverse_view,S05_flat_branch_medium_C04:node:node_0037,56609,0.006269733619181699,5
fit,S10,terminal,1,S10_3d_complex_C03:node:node_0161,188695,188709,same_edge_reverse_view,S02_3d_tree_small_C01:node:node_0055,12153,0.029366669168659616,5
fit,S10,terminal,1,S10_3d_complex_C04:node:node_0001,188726,188734,same_edge_reverse_view,S08_3d_loop_rich_C01:node:node_0075,116138,0.008226392782513005,5
fit,S10,junction,3,S10_3d_complex_C04:node:node_0006,188828,188848,different_physical_edge,S08_3d_loop_rich_C02:node:node_0071,119684,0.01738861741862077,5
fit,S10,junction,3,S10_3d_complex_C04:node:node_0025,189164,189218,different_physical_edge,S06_3d_branch_medium_C05:node:node_0009,77476,0.011052703436784363,5
fit,S10,terminal,1,S10_3d_complex_C04:node:node_0031,189400,189392,same_edge_reverse_view,S06_3d_branch_medium_C02:node:node_0079,72342,0.013328161697918969,5
fit,S10,junction,3,S10_3d_complex_C04:node:node_0043,189462,189565,different_physical_edge,S04_3d_unicyclic_small_C02:node:node_0012,37492,0.02284979747156965,5
fit,S10,junction,3,S10_3d_complex_C04:node:node_0044,189498,189607,different_physical_edge,S04_3d_unicyclic_small_C02:node:node_0009,37510,0.0756072324272735,5
fit,S10,terminal,1,S10_3d_complex_C04:node:node_0049,189670,189650,same_edge_reverse_view,S02_3d_tree_small_C03:node:node_0000,13407,0.01138988328723796,5
fit,S10,terminal,1,S10_3d_complex_C04:node:node_0056,189684,189689,same_edge_reverse_view,S06_3d_branch_medium_C02:node:node_0031,71377,0.011810774193306003,5
fit,S10,junction,3,S10_3d_complex_C04:node:node_0062,189887,189924,different_physical_edge,S05_flat_branch_medium_C06:node:node_0066,61166,0.009959497232569265,5
fit,S10,junction,3,S10_3d_complex_C04:node:node_0097,190962,191127,different_physical_edge,S03_flat_unicyclic_small_C03:node:node_0039,26992,0.01853199550387191,5
fit,S10,junction,3,S10_3d_complex_C04:node:node_0107,190775,191190,different_physical_edge,S05_flat_branch_medium_C06:node:node_0021,60148,0.009751524497742992,5
fit,S10,junction,3,S10_3d_complex_C04:node:node_0110,190992,191500,different_physical_edge,S08_3d_loop_rich_C04:node:node_0090,126025,0.008501142791852342,5
fit,S10,terminal,1,S10_3d_complex_C04:node:node_0119,191784,191748,same_edge_reverse_view,S05_flat_branch_medium_C01:node:node_0050,49292,0.009452458142020061,5
fit,S10,junction,3,S10_3d_complex_C04:node:node_0121,191592,191826,different_physical_edge,S08_3d_loop_rich_C02:node:node_0028,118914,0.015284549455058671,5
fit,S10,terminal,1,S10_3d_complex_C04:node:node_0131,192085,192078,same_edge_reverse_view,S08_3d_loop_rich_C06:node:node_0088,132177,0.013516575687305878,5
fit,S10,junction,3,S10_3d_complex_C04:node:node_0145,192174,192363,different_physical_edge,S08_3d_loop_rich_C05:node:node_0128,129639,0.02238928924220428,5
fit,S10,terminal,1,S10_3d_complex_C04:node:node_0146,192392,192400,same_edge_reverse_view,S02_3d_tree_small_C06:node:node_0043,18448,0.005912881367684466,5
fit,S10,terminal,1,S10_3d_complex_C04:node:node_0153,192544,192538,same_edge_reverse_view,S08_3d_loop_rich_C06:node:node_0106,132488,0.012374014645943968,5
fit,S10,junction,3,S10_3d_complex_C04:node:node_0159,192526,192574,different_physical_edge,S06_3d_branch_medium_C03:node:node_0069,73754,0.028530188212392983,5
fit,S10,terminal,1,S10_3d_complex_C04:node:node_0161,192285,192299,same_edge_reverse_view,S09_flat_complex_C05:node:node_0095,161224,0.011835126772775574,5
fit,S10,junction,4,S10_3d_complex_C04:node:node_0164,192550,192650,different_physical_edge,S10_3d_complex_C01:node:node_0029,178688,0.037358052612761476,5
fit,S10,terminal,1,S10_3d_complex_C05:node:node_0000,193015,193008,same_edge_reverse_view,S06_3d_branch_medium_C02:node:node_0031,71377,0.0073716641860898085,5
fit,S10,junction,3,S10_3d_complex_C05:node:node_0007,193087,193073,different_physical_edge,S09_flat_complex_C06:node:node_0047,164036,0.017962716924753305,5
fit,S10,junction,3,S10_3d_complex_C05:node:node_0017,193243,193266,different_physical_edge,S10_3d_complex_C05:node:node_0069,194196,0.029965528442096902,5
fit,S10,terminal,1,S10_3d_complex_C05:node:node_0022,193345,193342,same_edge_reverse_view,S08_3d_loop_rich_C06:node:node_0066,131698,0.023179208850189148,3
fit,S10,junction,4,S10_3d_complex_C05:node:node_0027,193310,193438,different_physical_edge,S06_3d_branch_medium_C06:node:node_0054,80575,0.061197973392898196,5
fit,S10,junction,3,S10_3d_complex_C05:node:node_0048,193898,193910,different_physical_edge,S10_3d_complex_C01:node:node_0062,179286,0.039089121564227156,5
fit,S10,terminal,1,S10_3d_complex_C05:node:node_0053,193762,193776,same_edge_reverse_view,S06_3d_branch_medium_C06:node:node_0074,81320,0.015059984839993225,5
fit,S10,terminal,1,S10_3d_complex_C05:node:node_0057,193984,193993,same_edge_reverse_view,S10_3d_complex_C06:node:node_0011,196957,0.02314407241557085,5
fit,S10,junction,3,S10_3d_complex_C05:node:node_0069,194196,194457,different_physical_edge,S10_3d_complex_C05:node:node_0017,193243,0.029965528442096902,5
fit,S10,junction,3,S10_3d_complex_C05:node:node_0099,195095,195174,different_physical_edge,S10_3d_complex_C05:node:node_0109,195486,0.017925434351625545,5
fit,S10,terminal,1,S10_3d_complex_C05:node:node_0104,195362,195376,same_edge_reverse_view,S10_3d_complex_C03:node:node_0140,188178,0.00905627476905607,5
fit,S10,junction,3,S10_3d_complex_C05:node:node_0109,195486,195522,different_physical_edge,S10_3d_complex_C05:node:node_0099,195095,0.017925434351625545,5
fit,S10,terminal,1,S10_3d_complex_C05:node:node_0114,195540,195548,same_edge_reverse_view,S10_3d_complex_C05:node:node_0132,195873,0.011983822007911706,5
fit,S10,junction,3,S10_3d_complex_C05:node:node_0128,195718,195784,different_physical_edge,S04_3d_unicyclic_small_C06:node:node_0051,43766,0.046821920641598805,5
fit,S10,terminal,1,S10_3d_complex_C05:node:node_0132,195873,195879,same_edge_reverse_view,S04_3d_unicyclic_small_C05:node:node_0015,41846,0.010620750511813142,5
fit,S10,junction,3,S10_3d_complex_C05:node:node_0134,195810,195956,different_physical_edge,S10_3d_complex_C05:node:node_0155,196372,0.006995925983568815,5
fit,S10,junction,3,S10_3d_complex_C05:node:node_0146,196128,196197,different_physical_edge,S10_3d_complex_C05:node:node_0134,195810,0.019641313570240446,5
fit,S10,junction,3,S10_3d_complex_C05:node:node_0155,196372,196399,different_physical_edge,S10_3d_complex_C05:node:node_0134,195810,0.006995925983568815,5
fit,S10,junction,3,S10_3d_complex_C05:node:node_0163,196436,196496,different_physical_edge,S07_flat_loop_rich_C03:node:node_0066,96260,0.06109376349624988,5
fit,S10,terminal,1,S10_3d_complex_C05:node:node_0165,196407,196420,same_edge_reverse_view,S10_3d_complex_C05:node:node_0000,193015,0.05983735971455282,5
fit,S10,terminal,1,S10_3d_complex_C05:node:node_0166,196538,196545,same_edge_reverse_view,S08_3d_loop_rich_C05:node:node_0057,128428,0.024107966057214675,5
